itemID|demandPrediction|simulationPrice
1656|0|67.2
1657|0|821.08
1658|0|90.42
1659|0|16.1
1660|0|46.02
1661|0|51.71
1662|0|134.65
1663|0|88.48
1664|0|40.26
1665|0|10.67
1666|0|20.52
1667|0|12.54
1668|0|7.38
1669|0|2752.28
1670|0|2.97
1671|0|6.3
1672|0|6.98
1673|209|54.92
1674|199|30.27
1675|154|24.37
1676|204|19.8
1677|7|17.64
1678|152|30.47
1679|116|54.98
1680|142|2.03
1681|144|18.0
1682|101|42.82
1683|1|47.16
1684|61|90.8
1685|1|24.23
1686|84|6.18
1687|83|17.25
1688|119|3.41
1689|1|21.89
1690|204|19.31
1691|224|32.56
1692|127|16.51
1693|183|7.71
1694|2|15.05
1695|201|18.2
1696|179|4.56
1697|182|2.57
1698|181|1.36
1699|122|12.38
1700|500|5.22
1701|7|4.82
1702|221|10.11
1703|284|36.66
1704|251|3.9
1705|264|9.26
1706|183|13.94
1707|102|11.52
1708|184|21.19
1709|181|2.24
1710|0|10.25
1711|0|22.31
1712|0|8.84
1713|0|17.71
1714|0|63.09
1715|0|50.38
1716|0|12.28
1717|0|11.8
1718|0|8.59
1719|0|8.22
1720|0|78.61
1721|0|13.38
1722|0|40.02
1723|0|11.25
1724|6|425.08
1725|9|215.73
1726|0|393.36
1727|0|350.74
1728|0|2054.51
1729|9|243.02
1730|9|192.26
1731|22|81.3
1732|3|1551.96
1733|4|2005.37
1734|2|1358.25
1735|2|2864.2
1736|0|282.26
1737|0|742.49
1738|0|241.58
1739|0|56.42
1740|0|567.59
1741|0|3432.82
1742|0|53.0
1743|0|29.23
1744|0|70.69
1745|0|25.02
1746|0|16.21
1747|0|33.34
1748|0|53.25
1749|0|20.83
1750|0|4.07
1751|0|96.89
1752|0|34.31
1753|0|69.71
1754|0|360.14
1755|0|1505.58
1756|0|173.06
1757|0|163.42
1758|0|173.37
1759|0|618.14
1760|0|52.17
1761|0|53.11
1762|0|326.73
1763|0|160.79
1764|0|500.72
1765|0|19.1
1766|0|280.48
1767|0|209.34
1768|49|183.83
1769|0|415.59
1770|8|4789.57
1771|6|424.45
1772|8|1879.76
1773|4|5238.14
1774|7|425.74
1775|10|251.37
1776|225|19.37
1777|121|86.62
1778|24|62.32
1779|2|33.79
1780|3|84.29
1781|2|2.22
1782|0|13.69
1783|17|80.86
1784|21|73.91
1785|18|136.08
1786|14|38.36
1787|0|61.05
1788|0|172.73
1789|0|414.2
1790|0|44.68
1791|0|1076.04
1792|0|671.01
1793|0|29.49
1794|0|54.59
1795|0|22.85
1796|0|13.19
1797|0|84.09
1798|0|64.45
1799|0|60.73
1800|0|4.88
1801|0|158.52
1802|0|32.33
1803|0|1.92
1804|0|22.83
1805|0|14.99
1806|0|35.47
1807|0|3.56
1808|0|53.99
1809|0|7.44
1810|0|9.28
1811|0|27.2
1812|0|45.61
1813|0|10.75
1814|1|119.15
1815|2|30.49
1816|0|7.63
1817|0|55.01
1818|18|16.29
1819|1|22.02
1820|0|17.25
1821|0|6.59
1822|5|12.09
1823|1|22.83
1824|2|32.71
1825|2|31.58
1826|0|3.38
1827|21|23.9
1828|0|5.89
1829|0|4.17
1830|12|12.64
1831|4|19.03
1832|3|33.45
1833|0|17.04
1834|3|118.47
1835|0|22.83
1836|21|39.92
1837|1|10.08
1838|62|62.04
1839|1|9.62
1840|0|9.09
1841|1|8.81
1842|48|96.96
1843|0|2.43
1844|1|5.86
1845|16|6.28
1846|3|87.44
1847|3|89.29
1848|7|47.48
1849|7|38.14
1850|4|20.47
1851|1|16.08
1852|6|16.7
1853|5|9.69
1854|0|40.68
1855|2|20.9
1856|3|9.45
1857|6|75.89
1858|0|12.66
1859|3|17.67
1860|0|16.64
1861|0|9.99
1862|0|1.32
1863|0|9.44
1864|0|15.35
1865|0|41.42
1866|145|87.17
1867|181|11.79
1868|0|57.64
1869|1|32.62
1870|151|48.11
1871|1|2.74
1872|0|139.73
1873|0|6.11
1874|1|29.9
1875|4|33.14
1876|35|5.19
1877|2|5.81
1878|2|72.45
1879|4|117.99
1880|5|11.83
1881|0|63.21
1882|0|34.93
1883|3|197.51
1884|0|19.91
1885|2|38.79
1886|0|3.11
1887|3|1.34
1888|0|67.0
1889|1|22.49
1890|1|12.75
1891|3|16.54
1892|17|21.85
1893|0|23.06
1894|22|8.58
1895|0|51.21
1896|2|24.16
1897|0|3.3
1898|3|37.94
1899|0|68.15
1900|1|28.71
1901|2|51.86
1902|8|30.27
1903|0|22.06
1904|0|44.76
1905|96|19.82
1906|75|123.0
1907|8|14.31
1908|1|2.66
1909|108|10.58
1910|1|32.44
1911|2|39.87
1912|0|16.26
1913|9|2.62
1914|0|91.8
1915|0|44.61
1916|0|9.33
1917|0|11.75
1918|0|59.09
1919|0|10.65
1920|0|8.84
1921|0|49.53
1922|1|23.29
1923|0|24.3
1924|0|160.16
1925|0|46.83
1926|0|160.79
1927|0|97.25
1928|0|62.73
1929|7|77.64
1930|5|59.31
1931|0|7.72
1932|8|104.94
1933|0|70.53
1934|7|161.67
1935|3|17.1
1936|0|4.64
1937|10|18.79
1938|1|108.52
1939|7|36.57
1940|1|55.44
1941|4|22.0
1942|0|8.62
1943|2|22.0
1944|1|29.09
1945|0|62.27
1946|0|10.96
1947|0|12.89
1948|0|153.38
1949|0|35.17
1950|0|78.5
1951|0|43.13
1952|0|32.37
1953|0|98.42
1954|0|14.25
1955|0|51.53
1956|0|16.64
1957|1|5.81
1958|0|29.9
1959|0|25.31
1960|0|4.7
1961|0|15.73
1962|2|54.6
1963|2|9.87
1964|2|18.42
1965|0|25.09
1966|1|56.45
1967|0|34.39
1968|0|6.4
1969|1|12.12
1970|0|11.07
1971|0|5.66
1972|0|56.86
1973|0|55.57
1974|1|41.52
1975|0|16.66
1976|0|63.8
1977|0|8.25
1978|0|6.26
1979|0|42.44
1980|0|34.49
1981|9|13.49
1982|2|9.83
1983|0|10.68
1984|3|8.45
1985|0|5.63
1986|0|49.71
1987|0|10.56
1988|0|59.93
1989|0|15.03
1990|3|46.58
1991|4|33.15
1992|2|2.6
1993|0|6.33
1994|0|126.93
1995|0|42.93
1996|0|2.02
1997|0|52.29
1998|0|27.77
1999|0|10.9
2000|0|5.8
2001|1|2.03
2002|0|4.08
2003|1|34.87
2004|1|13.58
2005|0|124.67
2006|1|22.53
2007|0|16.85
2008|0|82.98
2009|0|85.27
2010|1|13.73
2011|0|27.8
2012|0|10.85
2013|0|12.44
2014|1|7.66
2015|0|96.01
2016|1|32.62
2017|0|7.2
2018|0|34.05
2019|3|41.96
2020|2|12.77
2021|0|40.7
2022|1|8.67
2023|7|3.1
2024|0|10.7
2025|4|37.94
2026|2|12.92
2027|4|3.68
2028|2|7.2
2029|5|28.85
2030|0|31.36
2031|2|10.46
2032|1|3.82
2033|15|5.23
2034|0|3.68
2035|22|6.72
2036|38|2.38
2037|6|53.45
2038|0|60.11
2039|1|37.53
2040|1|14.28
2041|2|72.82
2042|0|4.48
2043|0|10.23
2044|109|5.43
2045|2|21.87
2046|0|36.12
2047|0|39.8
2048|0|20.72
2049|0|35.75
2050|0|20.95
2051|0|4.62
2052|0|4.65
2053|0|10.11
2054|0|14.87
2055|0|11.14
2056|0|25.65
2057|0|94.98
2058|0|41.52
2059|0|3.95
2060|0|23.8
2061|67|1.26
2062|1|4.09
2063|0|36.03
2064|10|72.36
2065|0|29.3
2066|2|57.6
2067|0|26.38
2068|0|23.42
2069|3|74.37
2070|0|7.51
2071|0|51.48
2072|7|3.58
2073|0|11.52
2074|1|22.56
2075|1|9.87
2076|1|19.16
2077|101|20.69
2078|0|75.41
2079|0|122.85
2080|0|3.16
2081|0|7.98
2082|0|50.37
2083|0|52.56
2084|0|6.12
2085|0|3.27
2086|13|20.43
2087|0|54.92
2088|0|81.6
2089|0|46.63
2090|1|19.03
2091|41|6.27
2092|3|26.22
2093|0|4.37
2094|5|14.24
2095|72|45.8
2096|2|12.25
2097|59|21.75
2098|4|30.81
2099|58|64.51
2100|1|3.79
2101|58|10.11
2102|7|16.58
2103|8|9.24
2104|8|8.49
2105|4|2.11
2106|0|7.12
2107|1|4.37
2108|1|14.24
2109|3|28.88
2110|1|11.79
2111|6|11.13
2112|0|11.6
2113|0|68.32
2114|0|16.14
2115|0|22.95
2116|0|12.28
2117|0|7.66
2118|0|29.4
2119|1|37.8
2120|0|27.22
2121|0|4.74
2122|23|26.79
2123|1|24.46
2124|0|99.18
2125|0|79.06
2126|41|0.84
2127|3|17.36
2128|1|65.03
2129|1|21.92
2130|0|20.89
2131|0|3.58
2132|1|70.89
2133|2|8.52
2134|39|3.28
2135|10|9.37
2136|1|7.73
2137|0|9.24
2138|3|10.58
2139|2|31.05
2140|0|3.69
2141|0|3.87
2142|0|3.31
2143|0|3.14
2144|3|41.52
2145|1|5.43
2146|1|40.24
2147|27|12.81
2148|0|10.99
2149|4|59.92
2150|1|52.56
2151|1|45.8
2152|2|18.76
2153|36|3.2
2154|0|9.28
2155|1|7.17
2156|0|26.08
2157|1|15.2
2158|0|76.9
2159|0|287.84
2160|0|43.78
2161|0|23.88
2162|0|110.88
2163|0|14.15
2164|0|18.65
2165|0|147.82
2166|12|50.13
2167|0|184.91
2168|38|40.24
2169|3|11.43
2170|13|18.15
2171|6|37.16
2172|0|13.62
2173|0|3.76
2174|0|5.3
2175|12|13.06
2176|0|3.78
2177|0|14.67
2178|6|80.4
2179|41|10.91
2180|11|25.18
2181|47|9.17
2182|5|2.39
2183|0|181.47
2184|0|82.77
2185|0|53.98
2186|0|27.16
2187|0|14.21
2188|0|4.28
2189|0|9.27
2190|0|118.92
2191|1|29.37
2192|0|17.7
2193|16|18.64
2194|0|29.07
2195|37|20.16
2196|1|4.97
2197|0|2.24
2198|5|5.51
2199|1|8.46
2200|0|109.65
2201|0|12.23
2202|1|109.63
2203|1|2.48
2204|1|25.19
2205|0|12.63
2206|0|12.63
2207|0|14.72
2208|0|42.12
2209|0|38.87
2210|3|55.17
2211|0|55.82
2212|0|4.52
2213|1|32.95
2214|51|32.68
2215|0|46.43
2216|1|17.17
2217|3|18.25
2218|3|3.67
2219|0|9.04
2220|0|8.59
2221|0|52.51
2222|0|79.45
2223|0|25.61
2224|1|35.41
2225|0|12.74
2226|0|74.31
2227|0|13.56
2228|0|3.24
2229|0|16.52
2230|0|21.55
2231|24|4.2
2232|0|48.11
2233|0|5.46
2234|0|58.59
2235|0|2.34
2236|0|37.03
2237|0|4.27
2238|0|3.91
2239|0|44.4
2240|0|6.63
2241|0|56.65
2242|0|65.29
2243|1|144.97
2244|0|109.89
2245|0|5.64
2246|0|183.86
2247|4|96.48
2248|75|7.99
2249|0|13.71
2250|1|10.23
2251|1|4.9
2252|0|93.2
2253|0|33.68
2254|0|42.9
2255|1|45.19
2256|0|42.82
2257|0|88.79
2258|0|120.54
2259|1|7.84
2260|0|31.85
2261|0|28.05
2262|0|59.1
2263|0|61.59
2264|1|86.82
2265|1|48.51
2266|0|120.48
2267|0|14.24
2268|46|6.29
2269|178|129.34
2270|4|68.32
2271|0|12.65
2272|0|19.22
2273|0|7.85
2274|0|70.12
2275|0|3.83
2276|0|10.72
2277|0|1.65
2278|0|21.25
2279|0|43.08
2280|0|14.56
2281|0|8.47
2282|0|21.75
2283|0|5.74
2284|0|4.73
2285|2|69.65
2286|0|33.0
2287|4|41.7
2288|0|45.75
2289|3|34.0
2290|0|10.52
2291|3|78.12
2292|0|30.24
2293|0|74.2
2294|0|72.76
2295|0|83.29
2296|0|83.25
2297|0|149.39
2298|0|9.51
2299|0|9.45
2300|0|53.45
2301|2|73.56
2302|0|17.83
2303|0|56.35
2304|8|246.41
2305|1|52.69
2306|0|10.2
2307|0|115.28
2308|0|8.99
2309|0|43.97
2310|45|55.21
2311|0|79.95
2312|0|109.81
2313|0|75.97
2314|0|179.13
2315|14|54.76
2316|0|11.09
2317|0|77.59
2318|7|15.61
2319|1|25.67
2320|0|127.81
2321|0|30.31
2322|0|30.49
2323|2|8.17
2324|0|24.9
2325|0|23.83
2326|0|43.57
2327|0|11.79
2328|0|25.16
2329|0|17.9
2330|1|71.06
2331|17|1.71
2332|1|31.39
2333|0|27.07
2334|0|24.6
2335|0|29.37
2336|1|17.18
2337|0|16.27
2338|0|20.72
2339|0|37.41
2340|0|8.56
2341|0|82.0
2342|0|11.91
2343|0|23.29
2344|1|4.86
2345|1|4.68
2346|3|5.0
2347|1|26.53
2348|1|10.75
2349|0|4.29
2350|399|14.25
2351|3|34.05
2352|83|3.36
2353|4|30.94
2354|3|5.12
2355|67|4.08
2356|43|4.27
2357|3|56.68
2358|6|48.07
2359|3|2.87
2360|5|29.48
2361|64|10.44
2362|2|14.72
2363|0|11.38
2364|0|28.46
2365|1|12.29
2366|0|4.08
2367|0|2.88
2368|13|8.34
2369|22|10.3
2370|16|26.61
2371|2|45.38
2372|241|5.35
2373|0|52.6
2374|7|6.82
2375|53|5.48
2376|0|37.14
2377|0|10.46
2378|1|46.89
2379|64|70.56
2380|149|4.9
2381|2|6.6
2382|1|37.66
2383|4|55.81
2384|22|8.44
2385|2|5.38
2386|1|14.89
2387|170|153.82
2388|27|121.07
2389|46|59.45
2390|18|126.21
2391|157|56.62
2392|169|190.67
2393|68|19.27
2394|26|278.46
2395|162|19.47
2396|24|13.15
2397|50|22.95
2398|417|72.93
2399|180|146.28
2400|32|175.96
2401|57|23.94
2402|0|14.02
2403|24|44.74
2404|0|10.46
2405|0|2.8
2406|0|12.62
2407|0|6.48
2408|0|10.47
2409|0|21.16
2410|0|15.8
2411|0|23.31
2412|0|46.37
2413|0|40.69
2414|1|74.91
2415|0|127.56
2416|0|19.23
2417|0|94.25
2418|0|26.58
2419|0|135.99
2420|0|58.9
2421|0|234.45
2422|0|28.2
2423|1|31.83
2424|0|12.94
2425|0|47.0
2426|0|9.24
2427|0|79.31
2428|1|41.43
2429|9|234.74
2430|0|174.59
2431|20|157.37
2432|1|18.09
2433|0|23.64
2434|0|1.91
2435|0|16.36
2436|0|7.55
2437|0|8.14
2438|0|2.1
2439|0|4.52
2440|0|13.21
2441|0|7.83
2442|2|66.97
2443|0|16.39
2444|0|8.56
2445|0|20.06
2446|1|12.38
2447|0|48.29
2448|5|3.61
2449|0|9.29
2450|0|81.36
2451|0|53.74
2452|0|16.39
2453|0|13.18
2454|0|29.98
2455|0|74.27
2456|0|29.11
2457|0|96.16
2458|0|33.35
2459|0|25.46
2460|0|24.46
2461|0|44.9
2462|1|34.73
2463|0|55.08
2464|0|12.24
2465|0|39.08
2466|0|10.94
2467|0|10.54
2468|0|83.29
2469|0|36.79
2470|0|133.82
2471|1|19.86
2472|0|18.2
2473|0|99.27
2474|0|89.2
2475|1|34.17
2476|5|23.06
2477|1|65.83
2478|0|4.89
2479|2|10.61
2480|0|21.9
2481|0|71.26
2482|2|3.15
2483|0|45.21
2484|2|63.49
2485|1|95.98
2486|2|26.39
2487|1|59.89
2488|0|53.25
2489|1|47.73
2490|0|46.29
2491|1|31.39
2492|0|81.02
2493|0|24.98
2494|0|30.03
2495|0|39.92
2496|0|71.85
2497|0|6.33
2498|0|4.63
2499|0|7.12
2500|0|6.1
2501|5|7.44
2502|12|15.91
2503|0|58.62
2504|0|166.39
2505|0|81.72
2506|0|60.67
2507|0|194.18
2508|0|14.53
2509|0|155.16
2510|0|127.81
2511|0|208.02
2512|0|30.77
2513|0|29.08
2514|0|28.88
2515|1|23.64
2516|0|7.12
2517|0|17.85
2518|1|37.41
2519|0|11.79
2520|0|2.24
2521|0|2.36
2522|0|9.9
2523|0|7.02
2524|0|9.9
2525|0|8.72
2526|0|14.15
2527|0|38.24
2528|0|106.74
2529|33|4.72
2530|25|13.0
2531|47|2.07
2532|58|12.98
2533|36|20.16
2534|0|4.99
2535|37|39.69
2536|0|14.43
2537|76|56.11
2538|55|4.37
2539|0|37.33
2540|0|22.85
2541|0|7.58
2542|0|19.39
2543|13|11.57
2544|0|26.05
2545|5|12.3
2546|0|14.24
2547|0|167.67
2548|0|75.89
2549|0|32.54
2550|0|90.38
2551|0|23.63
2552|0|279.78
2553|0|57.42
2554|20|234.51
2555|0|22.99
2556|0|68.81
2557|0|39.72
2558|0|6.57
2559|0|133.28
2560|0|58.44
2561|1|29.81
2562|0|116.47
2563|0|217.53
2564|0|68.85
2565|0|29.56
2566|0|80.75
2567|0|9.32
2568|0|55.7
2569|0|5.97
2570|358|13.4
2571|0|3.54
2572|4|28.02
2573|0|13.33
2574|0|49.98
2575|1|232.62
2576|0|40.38
2577|5|62.89
2578|0|82.57
2579|0|149.27
2580|0|26.48
2581|0|1.94
2582|489|3.83
2583|5|53.63
2584|83|14.99
2585|0|44.74
2586|0|3.6
2587|0|14.91
2588|0|23.8
2589|1|18.37
2590|0|30.5
2591|0|41.96
2592|0|20.95
2593|0|91.09
2594|0|35.61
2595|0|40.81
2596|0|141.73
2597|0|191.8
2598|0|194.18
2599|7|17.61
2600|0|56.69
2601|0|19.68
2602|0|22.96
2603|0|18.09
2604|26|1.63
2605|5|7.35
2606|0|178.29
2607|1|8.12
2608|0|23.88
2609|0|9.48
2610|0|6.09
2611|0|15.87
2612|0|29.91
2613|1|9.6
2614|3|2.39
2615|0|5.66
2616|1|3.71
2617|0|19.69
2618|6|3.61
2619|3|7.43
2620|4|15.14
2621|7|56.45
2622|6|106.39
2623|0|43.14
2624|1|6.05
2625|2|30.07
2626|1|4.76
2627|3|105.5
2628|3|8.5
2629|3|113.2
2630|1|37.66
2631|6|82.03
2632|0|49.43
2633|0|29.28
2634|1|9.87
2635|0|25.36
2636|0|37.66
2637|0|4.86
2638|0|12.74
2639|0|11.77
2640|1|1.86
2641|1|29.37
2642|0|7.6
2643|0|38.02
2644|0|46.67
2645|0|34.97
2646|0|27.12
2647|0|15.61
2648|0|49.78
2649|0|20.92
2650|0|24.47
2651|0|28.14
2652|0|9.81
2653|0|39.77
2654|0|14.11
2655|0|1.99
2656|0|10.58
2657|0|4.3
2658|0|2.97
2659|0|19.67
2660|0|33.22
2661|7|25.6
2662|0|7.52
2663|0|1.96
2664|0|25.87
2665|0|43.25
2666|0|14.67
2667|0|15.6
2668|0|46.83
2669|0|16.72
2670|7|27.16
2671|276|3.4
2672|277|7.11
2673|19|13.16
2674|0|13.46
2675|0|29.61
2676|0|6.55
2677|0|5.91
2678|4|13.8
2679|7|8.94
2680|70|38.37
2681|0|1.39
2682|0|15.51
2683|0|1.49
2684|1|9.7
2685|1|7.77
2686|1|8.46
2687|0|5.9
2688|12|6.49
2689|0|3.05
2690|0|87.9
2691|0|447.4
2692|0|97.13
2693|0|519.7
2694|2|212.24
2695|0|220.22
2696|4|122.35
2697|1|259.2
2698|0|463.47
2699|2|649.03
2700|1|278.17
2701|0|67.94
2702|1|162.02
2703|0|99.52
2704|0|85.54
2705|0|448.29
2706|1|381.47
2707|0|38.53
2708|30|22.65
2709|2|19.35
2710|0|15.05
2711|1|1.11
2712|1|82.37
2713|0|3.61
2714|0|52.35
2715|0|86.71
2716|24|20.72
2717|0|140.39
2718|0|195.14
2719|3|18.19
2720|0|20.29
2721|0|59.37
2722|0|81.6
2723|0|12.31
2724|0|20.14
2725|0|22.2
2726|1|5.41
2727|1|3.84
2728|0|83.25
2729|1|118.36
2730|0|66.71
2731|0|117.11
2732|0|75.94
2733|0|35.98
2734|0|15.02
2735|0|6.57
2736|2|48.2
2737|1|54.5
2738|0|47.48
2739|1|93.68
2740|0|33.88
2741|0|28.9
2742|0|4.4
2743|1|8.09
2744|1|9.69
2745|0|2.35
2746|1|63.71
2747|0|45.21
2748|0|21.07
2749|0|28.58
2750|0|3.52
2751|1|3.92
2752|0|35.14
2753|0|12.06
2754|23|6.83
2755|0|9.57
2756|0|14.35
2757|44|3.0
2758|0|28.14
2759|0|75.83
2760|0|152.29
2761|0|98.64
2762|0|94.25
2763|0|7.17
2764|1|9.5
2765|0|16.53
2766|2|4.37
2767|1|24.02
2768|0|11.64
2769|1|9.79
2770|0|58.81
2771|0|13.22
2772|0|42.07
2773|69|1.85
2774|109|46.95
2775|115|36.14
2776|360|32.5
2777|0|2.48
2778|3|5.26
2779|0|45.75
2780|0|64.8
2781|1|72.81
2782|2|60.22
2783|1|168.68
2784|0|102.79
2785|0|113.78
2786|0|16.72
2787|0|60.09
2788|2|223.17
2789|3|215.26
2790|0|20.95
2791|0|46.02
2792|0|72.17
2793|0|259.62
2794|1|16.36
2795|0|165.83
2796|0|163.8
2797|0|54.44
2798|1|4.17
2799|0|2.96
2800|0|32.48
2801|0|30.7
2802|0|23.83
2803|0|37.53
2804|1|44.04
2805|0|14.94
2806|0|21.29
2807|0|120.0
2808|0|77.98
2809|0|124.29
2810|0|7.88
2811|0|95.5
2812|0|124.29
2813|0|147.9
2814|0|42.51
2815|0|25.49
2816|0|147.38
2817|0|12.91
2818|0|93.49
2819|0|8.99
2820|52|31.02
2821|0|6.02
2822|0|4.24
2823|7|71.0
2824|0|14.35
2825|0|133.2
2826|0|126.3
2827|0|61.27
2828|0|163.24
2829|0|47.31
2830|0|24.23
2831|0|126.75
2832|0|8.61
2833|0|22.26
2834|0|11.69
2835|0|141.83
2836|0|137.77
2837|0|75.11
2838|0|14.28
2839|0|12.63
2840|0|280.44
2841|0|14.73
2842|0|69.55
2843|0|93.64
2844|0|117.85
2845|0|51.67
2846|1|108.65
2847|0|68.15
2848|0|50.59
2849|0|202.98
2850|0|52.55
2851|2|4.01
2852|0|48.18
2853|1|5.38
2854|0|43.69
2855|4|5.8
2856|7|43.69
2857|3|15.75
2858|10|20.47
2859|0|59.87
2860|1|68.16
2861|0|133.86
2862|1|238.97
2863|6|50.06
2864|142|110.48
2865|99|10.7
2866|91|193.44
2867|83|32.54
2868|99|181.92
2869|28|42.87
2870|99|27.61
2871|87|59.16
2872|68|19.37
2873|38|62.89
2874|128|11.47
2875|20|129.43
2876|58|6.98
2877|1|38.0
2878|0|37.8
2879|0|55.78
2880|3|5.07
2881|22|7.22
2882|4|4.01
2883|5|15.05
2884|3|21.91
2885|1|19.07
2886|3|6.77
2887|1|7.43
2888|32|41.31
2889|1|11.9
2890|1|23.42
2891|0|7.42
2892|4|6.85
2893|44|48.07
2894|2|12.65
2895|0|30.54
2896|1|14.75
2897|2|13.21
2898|5|51.5
2899|1|39.77
2900|1|30.35
2901|26|9.31
2902|0|16.71
2903|0|4.95
2904|2|3.29
2905|4|2.76
2906|2|4.84
2907|2|30.27
2908|1|56.3
2909|0|145.91
2910|0|149.83
2911|81|6.44
2912|68|68.18
2913|0|139.08
2914|0|30.46
2915|1|89.88
2916|0|47.4
2917|0|79.54
2918|2|9.9
2919|6|5.74
2920|5|62.27
2921|0|63.43
2922|7|13.02
2923|0|7.19
2924|2|40.14
2925|1|2.09
2926|3|16.71
2927|11|4.85
2928|7|26.01
2929|2|7.42
2930|0|10.81
2931|6|2.53
2932|41|13.67
2933|2|26.53
2934|58|23.04
2935|2|37.8
2936|2|19.64
2937|2|27.96
2938|0|15.3
2939|3|5.74
2940|0|46.26
2941|0|7.88
2942|0|15.59
2943|0|77.01
2944|0|222.03
2945|3|202.16
2946|33|168.6
2947|0|6.32
2948|0|29.56
2949|0|11.8
2950|0|6.3
2951|0|2.22
2952|0|14.62
2953|2|12.02
2954|0|53.26
2955|0|39.85
2956|1|82.55
2957|0|46.31
2958|0|52.04
2959|0|142.8
2960|0|31.78
2961|0|37.6
2962|1|21.83
2963|0|82.44
2964|0|68.2
2965|0|16.51
2966|0|77.01
2967|0|89.93
2968|0|22.16
2969|0|21.08
2970|1|99.08
2971|1|63.84
2972|0|37.74
2973|2|9.29
2974|1|95.24
2975|0|16.41
2976|0|64.85
2977|1|27.61
2978|0|96.55
2979|0|96.12
2980|0|43.62
2981|0|56.62
2982|0|23.68
2983|0|11.9
2984|0|120.18
2985|0|21.93
2986|1|7.02
2987|0|25.71
2988|0|78.56
2989|0|63.62
2990|0|53.04
2991|0|26.32
2992|1|11.24
2993|0|112.03
2994|0|63.41
2995|0|14.8
2996|0|116.49
2997|0|5.98
2998|0|33.84
2999|0|148.7
3000|0|38.19
3001|0|11.98
3002|0|8.42
3003|0|16.04
3004|0|43.73
3005|0|5.33
3006|0|34.67
3007|0|70.82
3008|1|25.13
3009|0|16.55
3010|0|17.64
3011|0|14.07
3012|0|45.31
3013|0|15.41
3014|0|11.84
3015|0|4.09
3016|0|66.72
3017|0|32.69
3018|2|16.95
3019|0|2.25
3020|0|192.72
3021|0|73.44
3022|0|10.1
3023|1|12.8
3024|0|11.84
3025|1|51.91
3026|1|29.19
3027|0|36.01
3028|1|63.46
3029|1|7.81
3030|0|12.32
3031|1|30.57
3032|1|72.05
3033|1|7.21
3034|0|82.55
3035|0|8.21
3036|0|10.47
3037|0|66.5
3038|0|33.84
3039|0|13.41
3040|1|36.82
3041|0|73.44
3042|0|231.4
3043|0|17.49
3044|0|23.68
3045|0|43.73
3046|0|14.14
3047|0|45.55
3048|0|96.5
3049|0|34.67
3050|1|13.68
3051|1|43.76
3052|0|92.43
3053|0|43.21
3054|1|3.74
3055|0|77.68
3056|0|34.67
3057|0|5.47
3058|0|24.87
3059|0|6.19
3060|0|17.06
3061|0|13.52
3062|0|58.22
3063|0|46.07
3064|0|156.15
3065|0|68.36
3066|0|26.32
3067|0|8.53
3068|0|26.54
3069|0|26.73
3070|0|20.87
3071|0|26.73
3072|2|53.06
3073|0|19.7
3074|0|128.7
3075|0|7.85
3076|0|165.24
3077|0|114.4
3078|0|11.17
3079|0|71.99
3080|0|5.04
3081|0|23.03
3082|0|24.98
3083|0|66.28
3084|0|489.24
3085|0|179.9
3086|0|102.0
3087|0|19.44
3088|0|78.92
3089|0|48.07
3090|1|418.68
3091|8|41.45
3092|0|122.16
3093|0|119.96
3094|0|76.49
3095|0|167.3
3096|0|71.05
3097|0|273.6
3098|0|283.69
3099|0|8.45
3100|1|51.14
3101|0|10.59
3102|0|208.05
3103|11|78.61
3104|0|74.63
3105|0|125.61
3106|0|141.51
3107|0|160.83
3108|0|35.17
3109|0|55.81
3110|0|253.56
3111|0|192.48
3112|0|397.78
3113|0|12.13
3114|0|114.22
3115|0|11.42
3116|0|23.85
3117|0|141.29
3118|0|195.95
3119|0|95.26
3120|2|65.03
3121|1|299.89
3122|1|179.32
3123|0|132.03
3124|0|332.47
3125|0|59.32
3126|0|8.01
3127|0|5.32
3128|0|61.44
3129|0|75.21
3130|0|14.67
3131|47|52.97
3132|38|57.6
3133|0|12.8
3134|0|6.01
3135|0|11.04
3136|0|98.45
3137|82|78.97
3138|0|36.39
3139|2|59.92
3140|1|3.72
3141|1|88.98
3142|1|10.93
3143|0|54.98
3144|0|1.21
3145|0|4.08
3146|0|21.67
3147|0|9.58
3148|0|71.3
3149|1|10.09
3150|0|15.5
3151|0|8.14
3152|0|14.57
3153|0|33.94
3154|0|52.56
3155|0|2.52
3156|0|2.79
3157|1|28.47
3158|0|15.21
3159|4|17.54
3160|0|27.12
3161|14|8.9
3162|0|27.16
3163|0|0.97
3164|0|3.85
3165|0|3.54
3166|0|10.34
3167|4|10.93
3168|2|5.34
3169|1|55.6
3170|2|4.95
3171|0|21.74
3172|0|6.52
3173|20|12.71
3174|0|28.91
3175|9|24.37
3176|2|38.11
3177|0|10.94
3178|0|15.89
3179|0|2.68
3180|0|6.81
3181|0|17.87
3182|1|27.71
3183|0|12.02
3184|0|36.29
3185|1|14.03
3186|1|9.2
3187|0|6.18
3188|1|31.76
3189|17|21.78
3190|0|19.52
3191|0|39.37
3192|43|24.37
3193|2|106.97
3194|4|16.22
3195|0|43.1
3196|2|51.66
3197|2|62.78
3198|5|8.02
3199|0|5.35
3200|0|5.17
3201|0|3.74
3202|0|11.23
3203|0|32.63
3204|0|3.0
3205|0|4.59
3206|0|19.31
3207|0|3.29
